EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, TRIG
319084.700,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
315155.700,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
311579.800,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
308284.800,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
305112.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
301996.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
299061.600,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
296419.600,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
293975.500,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
291596.000,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
289239.400,742927.300,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
286995.000,735003.400,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
284985.300,727676.300,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
283132.200,720979.300,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
281310.800,714547.900,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
279491.200,708065.200,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
277757.300,701667.800,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
276218.700,695768.200,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
274792.700,690400.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
273390.700,685229.900,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
271958.400,679921.700,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
270581.000,674632.200,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
269395.800,669799.600,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
268302.200,665429.000,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
267228.400,661211.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
266096.600,656824.800,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
265000.000,652405.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
264062.800,648371.000,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
263214.400,644760.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
262356.700,641260.800,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
261452.200,637565.900,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
260577.600,633812.700,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
259848.600,630411.700,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
259207.500,627412.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
258534.300,624481.200,749602.600,750000.100,749773.600,749774.600,750000.100,749984.600,0.000
257780.300,621307.600,747722.500,748209.300,747893.000,747893.900,748307.400,748104.000,0.000
257079.000,618084.600,745935.100,746420.700,746104.700,746106.300,746518.700,746315.900,0.000
256515.300,615189.100,744242.400,744727.000,744411.600,744413.600,744825.300,744622.800,0.000
256031.900,612657.400,742629.700,743112.800,742798.300,742800.600,743211.400,743009.800,0.000
255501.800,610168.900,741078.900,741560.800,741247.000,741249.400,741659.800,741458.300,0.000
254907.200,607449.800,739592.800,740073.400,739761.300,739763.100,740172.800,739971.700,0.000
254336.400,604643.600,738177.500,738657.100,738345.800,738348.000,738756.600,738556.600,0.000
253884.400,602121.900,736832.700,737311.100,737000.300,737002.300,737410.800,737211.400,0.000
253519.000,599975.800,735556.500,736033.900,735723.400,735725.700,736134.100,735934.700,0.000
253119.400,597873.000,734333.400,734809.900,734500.100,734502.500,734910.400,734711.400,0.000
252637.700,595512.800,733159.100,733634.600,733325.600,733327.500,733734.900,733536.400,0.000
252166.800,593037.800,732034.700,732509.300,732200.900,732202.600,732609.700,732411.900,0.000
251828.400,590851.400,730974.100,731448.300,731140.300,731142.400,731548.600,731351.600,0.000
251549.600,589004.900,729964.800,730438.100,730130.800,730133.100,730538.600,730341.700,0.000
251227.200,587185.100,728996.400,729468.900,729162.100,729164.300,729569.400,729372.600,0.000
250823.400,585096.100,728065.000,728537.200,728230.700,728232.500,728637.900,728441.400,0.000
250438.300,582897.400,727177.900,727649.300,727343.100,727344.800,727749.700,727554.100,0.000
250165.600,580966.200,726342.300,726813.100,726507.100,726509.100,726913.400,726718.300,0.000
249961.600,579362.100,725548.200,726018.500,725713.000,725715.100,726119.000,725924.200,0.000
249717.700,577790.600,724788.100,725257.900,724953.000,724954.600,725358.500,725163.600,0.000
249383.700,575939.100,724055.400,724524.300,724220.100,724221.500,724625.100,724430.300,0.000
249063.100,573960.100,723354.700,723823.200,723519.100,723521.000,723924.400,723729.600,0.000
248856.100,572242.900,722698.000,723166.400,722862.300,722864.500,723267.400,723072.700,0.000
248712.700,570855.800,722076.600,722544.800,722240.700,722242.800,722645.300,722451.100,0.000
248522.800,569478.300,721478.700,721945.600,721642.400,721644.500,722047.100,721852.700,0.000
248246.100,567819.600,720900.500,721366.900,721064.400,721066.700,721468.800,721274.800,0.000
247976.100,566026.100,720348.800,720815.000,720512.600,720514.900,720916.900,720722.800,0.000
247812.900,564482.700,719834.400,720300.300,719997.800,720000.100,720402.200,720208.400,0.000
247716.900,563261.100,719347.800,719813.600,719511.600,719513.900,719915.700,719722.300,0.000
247580.300,562054.100,718883.600,719349.400,719047.900,719050.100,719451.600,719258.300,0.000
247340.000,560548.000,718431.100,718896.600,718595.100,718597.400,718998.500,718805.100,0.000
247113.600,558914.700,718000.400,718465.300,718164.100,718166.300,718566.900,718373.800,0.000
246996.300,557523.700,717600.800,718064.900,717763.900,717766.300,718166.900,717973.600,0.000
246943.500,556447.800,717224.300,717688.400,717387.700,717390.000,717790.600,717597.300,0.000
246825.200,555356.200,716855.700,717319.200,717019.100,717021.300,717421.800,717228.600,0.000
246615.100,553976.100,716495.800,716959.100,716659.000,716661.100,717061.300,716868.900,0.000
246423.700,552469.200,716157.100,716620.000,716319.700,716321.900,716722.100,716529.900,0.000
246340.400,551194.400,715845.500,716308.400,716007.900,716010.400,716410.600,716218.400,0.000
246314.900,550219.300,715551.000,716014.100,715713.700,715716.100,716116.300,715924.000,0.000
246231.100,549240.500,715265.100,715728.000,715428.100,715430.300,715829.900,715638.000,0.000
246062.000,547980.600,714985.300,715447.800,715148.100,715150.600,715549.900,715357.900,0.000
245897.000,546574.600,714722.200,715184.600,714885.200,714887.900,715287.100,715095.200,0.000
245846.900,545409.300,714484.100,714946.300,714646.800,714649.500,715048.700,714856.800,0.000
245864.500,544551.800,714261.800,714723.500,714424.000,714426.500,714825.800,714633.700,0.000
245823.000,543685.800,714044.700,714505.800,714206.600,714208.800,714608.300,714416.300,0.000
245666.700,542509.500,713826.100,714287.300,713988.400,713990.200,714390.300,714198.300,0.000
245520.500,541191.300,713621.400,714082.500,713783.900,713785.800,714185.600,713993.700,0.000
245483.400,540103.600,713436.100,713896.600,713598.300,713600.200,713999.600,713807.800,0.000
245498.000,539299.400,713261.300,713721.800,713423.600,713425.800,713824.800,713633.200,0.000
245446.700,538490.200,713086.800,713546.800,713248.300,713250.900,713649.900,713458.300,0.000
245308.300,537396.600,712915.200,713375.600,713076.900,713079.600,713478.600,713287.000,0.000
245177.700,536149.400,712751.600,713211.800,712913.900,712916.400,713315.100,713123.800,0.000
245144.300,535123.300,712603.400,713063.400,712765.700,712768.200,713166.500,712975.400,0.000
245180.600,534406.800,712469.800,712929.600,712631.900,712634.100,713032.800,712841.900,0.000
245149.300,533670.200,712336.100,712795.400,712498.200,712500.600,712899.200,712707.800,0.000
245032.100,532645.100,712200.800,712660.300,712363.300,712365.500,712764.100,712572.900,0.000
244936.100,531481.900,712077.300,712537.100,712240.300,712242.100,712640.600,712449.800,0.000
244936.200,530532.600,711967.600,712427.200,712130.400,712132.500,712530.800,712339.600,0.000
244972.800,529859.900,711862.400,712321.900,712025.700,712027.600,712425.800,712234.700,0.000
244956.400,529185.400,711758.400,712217.800,711921.700,711923.500,712321.400,712130.600,0.000
244836.500,528203.300,711646.500,712105.900,711809.300,711811.300,712209.500,712018.300,0.000
244735.000,527085.100,711546.800,712005.800,711709.300,711711.300,712109.600,711917.900,0.000
244728.800,526181.900,711461.400,711920.000,711623.600,711625.800,712024.000,711831.900,0.000
244798.500,525586.000,711389.000,711847.500,711551.300,711553.500,711951.400,711759.900,0.000
244799.100,524969.800,711310.300,711769.400,711472.900,711475.100,711872.900,711681.900,0.000
244684.700,524041.600,711221.200,711680.100,711383.400,711385.900,711783.600,711592.600,0.000
244584.000,522973.700,711141.600,711600.200,711303.900,711306.100,711704.400,711512.600,0.000
244583.300,522113.400,711071.700,711530.600,711234.600,711236.600,711634.900,711443.100,0.000
244645.500,521544.100,711009.800,711468.500,711172.600,711174.700,711572.800,711381.100,0.000
244645.300,520968.100,710945.800,711404.500,711108.200,711110.300,711508.200,711317.100,0.000
244548.000,520097.200,710875.800,711334.300,711037.800,711040.600,711438.100,711247.200,0.000
244452.400,519066.900,710813.100,711271.400,710974.900,710977.300,711375.100,711183.900,0.000
244451.000,518244.500,710759.700,711218.100,710921.500,710923.800,711321.400,711130.300,0.000
244518.600,517734.700,710715.100,711173.400,710877.100,710879.500,711277.100,711086.200,0.000
244535.800,517222.100,710669.000,711126.800,710831.000,710833.400,711231.000,711039.800,0.000
244430.800,516380.600,710611.900,711069.900,710774.300,710776.500,711174.000,710983.000,0.000
244328.800,515374.300,710559.500,711017.400,710721.500,710723.800,711121.300,710930.600,0.000
244338.100,514589.800,710518.200,710976.100,710680.300,710682.300,711080.100,710888.900,0.000
244406.700,514102.600,710482.900,710940.900,710645.300,710647.300,711045.100,710853.600,0.000
244418.100,513609.000,710442.600,710901.100,710605.200,710607.400,711005.000,710813.700,0.000
244343.400,512827.200,710400.900,710859.600,710563.800,710566.000,710963.300,710772.600,0.000
244267.500,511881.300,710360.100,710818.300,710523.200,710525.000,710922.500,710731.500,0.000
244276.500,511130.000,710328.900,710787.100,710492.000,710493.600,710890.800,710700.100,0.000
244337.500,510662.600,710300.900,710758.800,710463.800,710465.300,710862.900,710671.900,0.000
244344.600,510194.300,710268.800,710726.900,710431.600,710433.400,710830.900,710640.100,0.000
244259.500,509431.400,710230.200,710688.500,710392.900,710394.900,710792.400,710601.100,0.000
244175.800,508508.500,710195.500,710653.400,710358.300,710360.200,710757.200,710566.300,0.000
244199.300,507804.300,710172.800,710630.600,710335.300,710337.300,710734.800,710543.500,0.000
244263.700,507383.600,710152.100,710610.100,710314.300,710316.700,710714.100,710522.900,0.000
244265.700,506943.500,710125.800,710583.400,710287.900,710290.100,710687.500,710496.100,0.000
244182.000,506214.300,710093.900,710551.400,710255.900,710258.100,710655.500,710463.900,0.000
244100.700,505319.100,710064.400,710522.400,710226.800,710228.600,710626.300,710434.700,0.000
244127.800,504642.300,710048.900,710506.800,710211.300,710213.600,710610.800,710419.600,0.000
244215.100,504256.700,710038.900,710496.600,710201.300,710203.400,710600.700,710409.600,0.000
244232.600,503848.100,710018.100,710475.600,710179.700,710182.600,710579.300,710388.400,0.000
244143.300,503134.200,709985.500,710443.300,710147.900,710150.400,710547.100,710356.300,0.000
244063.100,502260.300,709959.900,710417.600,710122.200,710124.700,710521.600,710330.300,0.000
244075.300,501582.800,709944.400,710402.300,710107.200,710109.500,710506.400,710314.900,0.000
244145.300,501205.500,709932.500,710390.400,710095.200,710097.900,710494.300,710303.100,0.000
244151.200,500825.600,709916.100,710374.100,710078.600,710081.300,710477.900,710286.600,0.000
244072.700,500157.400,709893.600,710351.500,710055.900,710058.700,710455.100,710264.100,0.000
244013.000,499327.000,709878.900,710336.800,710041.800,710044.100,710440.700,710249.500,0.000
244021.800,498675.300,709863.000,710320.800,710025.900,710028.100,710424.700,710233.300,0.000
244088.800,498317.800,709851.500,710309.100,710014.400,710016.300,710413.100,710221.900,0.000
244116.600,497973.100,709841.100,710298.400,710004.200,710006.100,710403.100,710211.700,0.000
244050.100,497329.600,709821.900,710279.300,709984.700,709987.400,710383.400,710192.600,0.000
243970.900,496501.800,709802.300,710259.800,709965.200,709967.900,710363.800,710173.000,0.000
243992.200,495880.300,709792.000,710249.900,709954.900,709957.400,710353.500,710162.900,0.000
244080.300,495562.300,709788.600,710246.500,709951.500,709954.400,710350.000,710159.400,0.000
244110.500,495242.500,709779.600,710237.600,709942.700,709945.400,710341.300,710150.300,0.000
244029.000,494605.100,709758.300,710216.100,709921.500,709923.600,710319.900,710129.100,0.000
243956.700,493809.100,709744.900,710202.600,709908.200,709910.100,710306.400,710115.900,0.000
243969.500,493199.200,709737.200,710194.400,709900.200,709902.400,710298.900,710108.100,0.000
244043.000,492883.100,709731.500,710188.600,709894.300,709896.800,710292.900,710102.100,0.000
244059.300,492566.400,709722.800,710179.900,709885.700,709888.300,710284.600,710093.300,0.000
243980.100,491953.100,709704.900,710162.200,709867.600,709870.500,710266.900,710075.000,0.000
243915.200,491186.200,709692.500,710149.900,709855.600,709858.200,710254.200,710062.600,0.000
243934.300,490604.200,709686.000,710143.300,709848.800,709851.300,710247.600,710056.100,0.000
244010.200,490316.500,709685.200,710142.900,709848.200,709850.800,710246.600,710055.400,0.000
244034.900,490029.100,709678.600,710136.500,709841.800,709844.600,710240.200,710048.900,0.000
243955.700,489429.400,709661.600,710119.300,709824.600,709827.400,710223.300,710032.200,0.000
243869.000,488656.400,709646.800,710104.600,709810.000,709812.400,710208.600,710017.400,0.000
243895.500,488103.800,709643.700,710101.400,709806.900,709809.100,710205.200,710013.900,0.000
243969.800,487835.300,709641.100,710098.500,709804.200,709806.800,710202.500,710011.100,0.000
243982.400,487559.000,709632.000,710089.400,709795.100,709797.900,710193.400,710002.300,0.000
243914.800,486997.800,709619.400,710076.700,709782.600,709785.400,710181.000,709990.100,0.000
243852.800,486268.300,709612.100,710069.000,709774.800,709777.700,710173.600,709982.100,0.000
243876.300,485720.800,709610.500,710067.900,709773.600,709776.900,710172.100,709980.900,0.000
243968.000,485483.800,709613.000,710070.300,709776.400,709779.300,710174.800,709983.500,0.000
244002.000,485243.500,709611.400,710068.800,709774.500,709777.300,710173.300,709981.600,0.000
243926.800,484694.600,709596.800,710053.800,709759.600,709762.500,710158.500,709967.100,0.000
243850.900,483969.300,709583.300,710040.400,709746.400,709749.200,710144.800,709953.700,0.000
243878.000,483443.300,709583.500,710040.800,709746.900,709749.400,710145.000,709953.700,0.000
243952.900,483200.900,709582.200,710039.300,709745.400,709747.900,710143.800,709952.400,0.000
243974.600,482968.800,709576.800,710034.100,709740.200,709742.700,710138.100,709946.900,0.000
243901.200,482437.700,709563.400,710021.000,709727.200,709729.400,710124.700,709933.800,0.000
243826.000,481729.600,709555.600,710012.700,709719.000,709720.900,710116.200,709924.900,0.000
243845.700,481213.300,709555.100,710011.900,709718.400,709720.600,710115.900,709924.900,0.000
243931.300,480995.600,709557.400,710014.400,709720.800,709722.900,710118.200,709927.600,0.000
243956.600,480778.700,709553.700,710011.100,709717.600,709719.900,710115.100,709924.300,0.000
243885.500,480260.200,709541.400,709998.800,709704.900,709707.400,710102.500,709911.800,0.000
243808.900,479560.200,709530.300,709987.900,709693.600,709696.000,710091.400,709900.400,0.000
243824.000,479054.100,709526.500,709983.800,709689.600,709692.100,710087.800,709896.600,0.000
243907.400,478858.600,709531.300,709988.700,709694.600,709697.300,710092.900,709901.800,0.000
243953.700,478680.800,709535.100,709992.300,709698.300,709700.900,710096.700,709905.500,0.000
243882.300,478183.100,709522.400,709979.800,709686.100,709688.300,710084.100,709892.400,0.000
243810.700,477509.200,709511.800,709968.900,709675.400,709677.900,710073.300,709881.900,0.000
243829.700,477024.800,709509.100,709966.400,709672.700,709675.200,710070.500,709879.200,0.000
243905.600,476832.400,709511.400,709969.100,709675.500,709677.500,710073.300,709881.900,0.000
243932.300,476646.100,709509.100,709966.300,709672.700,709675.000,710070.300,709879.000,0.000
243857.900,476155.500,709497.700,709955.400,709661.600,709664.300,710059.600,709868.000,0.000
243778.100,475486.100,709487.300,709944.600,709650.900,709653.400,710049.000,709857.100,0.000
243793.300,475005.300,709486.100,709943.300,709649.600,709652.200,710047.400,709855.700,0.000
243891.000,474839.200,709495.200,709952.300,709658.600,709661.500,710056.600,709864.700,0.000
243932.400,474679.900,709494.300,709951.900,709658.400,709660.700,710056.100,709864.000,0.000
243873.200,474222.900,709484.900,709942.500,709649.100,709651.500,710046.900,709855.100,0.000
243783.200,473562.700,709472.300,709930.000,709636.900,709639.100,710034.300,709843.100,0.000
243786.500,473096.600,709470.100,709927.600,709634.300,709636.700,710032.100,709840.500,0.000
243872.600,472951.800,709478.800,709936.100,709643.000,709645.200,710040.700,709849.100,0.000
243914.200,472818.800,709484.000,709941.300,709647.900,709650.400,710045.700,709854.100,0.000
243851.100,472374.100,709477.600,709935.300,709641.600,709644.600,710039.800,709847.900,0.000
243770.700,471728.600,709467.900,709925.700,709631.800,709634.700,710029.700,709838.300,0.000
243797.900,471285.600,709468.800,709926.200,709632.600,709635.100,710030.300,709838.500,0.000
243885.600,471142.700,709473.000,709930.100,709636.600,709639.100,710034.300,709842.600,0.000
243914.200,470994.900,709470.600,709927.600,709633.900,709636.700,710031.700,709840.600,0.000
243844.000,470556.200,709460.100,709917.300,709623.600,709626.600,710021.800,709830.100,0.000
243755.100,469920.300,709450.100,709907.900,709614.200,709617.100,710012.300,709820.400,0.000
243769.100,469482.500,709449.800,709907.200,709613.900,709616.400,710012.100,709820.200,0.000
243861.100,469359.800,709456.800,709913.600,709620.400,709622.900,710018.300,709826.700,0.000
243896.700,469243.100,709457.300,709913.700,709620.400,709623.100,710018.100,709826.800,0.000
243846.500,468841.000,709456.600,709913.100,709620.200,709622.300,710017.400,709825.800,0.000
243756.300,468217.300,709444.400,709901.000,709607.900,709610.300,710005.300,709813.800,0.000
243755.300,467775.600,709440.300,709897.800,709604.300,709607.100,710001.800,709810.400,0.000
243845.300,467660.000,709448.900,709906.300,709612.900,709616.000,710010.400,709819.000,0.000
243874.900,467543.800,709448.800,709905.800,709612.900,709615.400,710010.100,709818.700,0.000
243799.300,467128.500,709437.200,709893.900,709601.400,709603.400,709998.800,709807.100,0.000
243720.400,466531.800,709427.500,709884.400,709591.500,709593.800,709988.800,709797.000,0.000
243742.700,466126.200,709428.500,709885.400,709592.400,709594.900,709989.400,709798.100,0.000
243824.400,466016.600,709433.900,709890.600,709598.000,709600.300,709995.100,709803.300,0.000
243851.200,465910.100,709432.300,709889.600,709596.600,709598.800,709993.600,709802.300,0.000
243790.100,465513.600,709424.400,709881.400,709588.600,709591.200,709985.900,709794.500,0.000
243712.300,464924.800,709415.300,709872.100,709579.500,709582.400,709976.600,709785.300,0.000
243734.100,464533.700,709417.900,709875.300,709581.800,709584.900,709979.300,709787.900,0.000
243811.600,464428.200,709421.300,709878.800,709584.600,709587.900,709983.200,709791.100,0.000
243844.100,464336.800,709421.700,709878.800,709584.900,709588.000,709983.100,709791.300,0.000
243784.500,463952.500,709415.600,709872.800,709579.700,709582.400,709977.400,709785.500,0.000
243719.300,463379.100,709412.400,709869.200,709576.200,709579.100,709973.900,709782.100,0.000
243741.200,462983.800,709413.900,709870.400,709577.900,709580.400,709975.400,709783.600,0.000
243815.400,462882.700,709414.600,709871.800,709578.900,709581.000,709976.600,709784.800,0.000
243846.400,462804.300,709416.600,709873.800,709580.700,709583.200,709978.300,709786.500,0.000
243778.700,462427.100,709408.800,709865.800,709572.600,709575.600,709970.500,709778.600,0.000
243698.700,461850.800,709399.300,709856.100,709563.100,709565.600,709960.600,709768.800,0.000
243720.800,461468.600,709400.400,709857.600,709564.600,709566.600,709961.400,709769.900,0.000
243815.400,461396.400,709408.600,709865.400,709572.400,709575.000,709969.600,709778.100,0.000
243863.400,461349.300,709414.800,709871.700,709578.900,709581.600,709976.400,709784.400,0.000
243795.200,460981.700,709406.300,709863.600,709570.600,709573.300,709967.900,709775.900,0.000
243708.500,460412.300,709394.500,709851.800,709558.500,709561.500,709955.600,709764.400,0.000
243719.000,460037.600,709394.600,709852.200,709558.800,709561.800,709956.200,709765.000,0.000
243793.100,459962.800,709398.800,709856.100,709562.800,709565.600,709960.400,709768.600,0.000
243819.100,459905.500,709400.400,709858.000,709564.900,709567.700,709962.800,709770.400,0.000
243742.800,459545.700,709390.500,709848.300,709555.000,709557.800,709952.900,709760.800,0.000
243658.100,458982.500,709381.600,709839.100,709546.100,709548.600,709943.600,709751.400,0.000
243689.700,458626.300,709387.700,709845.100,709551.800,709554.400,709949.200,709757.400,0.000
243793.300,458582.400,709401.300,709858.700,709565.400,709568.300,709962.800,709771.100,0.000
243820.100,458525.500,709399.000,709856.700,709563.100,709565.800,709960.100,709768.900,0.000
243756.100,458175.100,709390.600,709847.900,709554.600,709557.100,709951.400,709760.400,0.000
243670.300,457624.100,709379.300,709837.000,709543.400,709546.300,709940.700,709749.400,0.000
243685.900,457260.700,709380.400,709838.100,709544.700,709547.600,709941.900,709750.600,0.000
243777.800,457211.800,709389.700,709847.000,709553.600,709556.500,709951.000,709759.400,0.000
243808.400,457167.200,709392.400,709849.500,709556.500,709559.400,709953.600,709762.100,0.000
243733.400,456818.900,709383.400,709840.400,709547.400,709550.200,709944.800,709753.100,0.000
243661.200,456294.300,709378.000,709835.400,709542.300,709545.100,709939.800,709748.200,0.000
243682.600,455954.500,709380.600,709837.900,709544.700,709547.500,709942.300,709750.600,0.000
243769.900,455910.700,709388.500,709845.700,709552.500,709555.200,709949.900,709758.300,0.000
243798.200,455867.100,709386.000,709843.300,709550.200,709552.900,709947.700,709755.900,0.000
243725.800,455517.400,709375.600,709833.100,709539.700,709542.500,709936.900,709745.600,0.000
243663.400,454997.100,709372.000,709829.200,709536.400,709539.100,709933.400,709741.700,0.000
243689.100,454661.000,709374.700,709831.900,709538.900,709541.600,709935.900,709744.300,0.000
243762.900,454608.000,709377.000,709834.100,709541.400,709544.200,709938.400,709746.300,0.000
243793.800,454588.700,709378.600,709835.900,709543.400,709545.800,709940.300,709748.300,0.000
243722.200,454272.100,709372.500,709829.700,709537.200,709539.400,709933.800,709742.400,0.000
243636.600,453748.500,709362.700,709819.600,709527.100,709529.400,709923.900,709732.600,0.000
243657.200,453412.100,709364.600,709821.300,709528.900,709531.500,709926.200,709734.400,0.000
243743.600,453382.400,709372.500,709830.000,709537.600,709539.600,709934.600,709742.600,0.000
243780.100,453370.700,709374.100,709831.900,709539.300,709541.500,709935.900,709744.400,0.000
243708.100,453048.100,709366.000,709823.300,709530.900,709533.400,709927.800,709736.300,0.000
243629.200,452535.100,709358.100,709815.400,709523.200,709525.400,709919.900,709728.400,0.000
243654.700,452214.400,709360.600,709818.100,709525.300,709527.800,709922.200,709730.900,0.000
243744.400,452191.400,709369.100,709826.700,709533.800,709536.300,709930.800,709739.400,0.000
243779.500,452182.300,709372.200,709829.600,709537.000,709539.200,709933.800,709742.500,0.000
243711.500,451876.700,709363.400,709820.800,709528.200,709530.600,709925.100,709733.600,0.000
243629.900,451368.400,709357.600,709815.400,709522.600,709525.100,709919.100,709727.900,0.000
243638.100,451037.500,709356.200,709813.800,709521.200,709523.600,709917.400,709726.400,0.000
243719.600,451012.400,709360.600,709818.100,709524.900,709527.900,709921.700,709730.800,0.000
243782.200,451036.600,709371.200,709828.800,709535.400,709538.400,709932.400,709740.900,0.000
243711.200,450737.300,709364.200,709821.900,709529.000,709531.600,709925.500,709734.100,0.000
243620.400,450230.900,709350.800,709808.600,709515.600,709518.300,709912.200,709720.800,0.000
243639.800,449924.400,709352.300,709809.900,709517.200,709519.600,709913.600,709722.200,0.000
243737.300,449928.200,709365.200,709822.400,709529.700,709532.600,709926.700,709735.100,0.000
243771.200,449931.600,709367.100,709824.400,709531.700,709534.400,709928.800,709737.100,0.000
243702.300,449639.500,709357.900,709815.300,709522.600,709525.300,709919.100,709728.100,0.000
243618.200,449143.800,709348.000,709805.400,709512.800,709515.300,709908.900,709717.800,0.000
243640.600,448835.700,709349.900,709807.100,709514.700,709517.000,709910.800,709719.600,0.000
243730.400,448830.800,709357.100,709814.400,709522.000,709524.700,709918.400,709727.100,0.000
243769.500,448840.400,709361.100,709818.400,709525.900,709528.700,709922.400,709731.100,0.000
243707.700,448554.800,709354.900,709812.600,709519.500,709522.100,709916.300,709724.800,0.000
243629.500,448072.800,709346.900,709804.200,709511.600,709513.900,709908.300,709716.800,0.000
243639.900,447760.300,709347.700,709804.900,709512.700,709514.700,709909.100,709717.400,0.000
243719.200,447747.800,709353.200,709810.600,709518.500,709520.900,709914.600,709723.400,0.000
243755.700,447772.900,709354.200,709811.500,709519.300,709521.600,709915.700,709724.400,0.000
243703.200,447510.300,709350.400,709807.800,709515.600,709517.600,709912.000,709720.500,0.000
243641.000,447053.200,709347.900,709804.600,709512.900,709514.700,709909.500,709717.800,0.000
243660.500,446758.100,709349.100,709805.900,709513.500,709516.000,709910.600,709718.900,0.000
243751.200,446769.300,709356.600,709814.000,709521.600,709524.100,709918.100,709726.600,0.000
243772.500,446782.900,709354.600,709812.400,709519.900,709522.200,709916.100,709725.100,0.000
243704.400,446511.600,709346.100,709803.800,709510.800,709513.500,709907.600,709716.600,0.000
243627.000,446051.100,709339.800,709797.300,709504.700,709507.400,709901.300,709710.200,0.000
243637.300,445762.500,709342.100,709799.500,709507.200,709509.300,709903.300,709712.600,0.000
