EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, TRIG
280721.800,710224.100,710362.700,710820.400,710529.200,710529.400,710923.000,710733.800,0.000
280738.900,710213.100,710351.400,710809.100,710518.000,710518.300,710911.800,710722.500,0.000
280707.300,710198.800,710337.300,710795.300,710503.800,710503.900,710898.000,710708.300,0.000
280631.900,710179.900,710319.200,710776.900,710485.400,710485.600,710879.600,710690.000,0.000
280579.600,710162.700,710301.800,710759.300,710468.200,710468.400,710861.800,710672.300,0.000
280584.500,710149.900,710289.400,710746.500,710455.700,710456.100,710849.100,710660.000,0.000
280597.800,710138.900,710278.500,710735.400,710444.400,710445.100,710838.400,710649.100,0.000
280560.500,710124.600,710264.000,710721.300,710430.000,710430.600,710823.900,710634.400,0.000
280491.900,710109.600,710248.800,710706.200,710415.000,710415.200,710808.600,710619.300,0.000
280443.300,710095.000,710234.300,710691.600,710400.500,710400.900,710794.100,710604.800,0.000
280453.200,710086.700,710226.300,710683.500,710392.500,710392.900,710786.100,710596.700,0.000
280471.600,710077.300,710216.800,710674.100,710383.100,710383.600,710777.000,710587.400,0.000
280440.600,710065.400,710204.900,710662.100,710371.300,710371.600,710764.900,710575.500,0.000
280362.200,710047.400,710186.800,710643.600,710353.100,710353.500,710746.700,710557.400,0.000
280323.500,710037.000,710176.400,710633.300,710342.400,710342.900,710736.300,710546.900,0.000
280329.300,710028.900,710168.900,710625.600,710334.600,710335.100,710728.600,710538.800,0.000
280340.300,710019.400,710158.900,710615.900,710324.500,710325.400,710719.000,710529.000,0.000
280307.900,710008.000,710147.500,710604.800,710313.000,710314.000,710707.200,710517.800,0.000
280239.400,709995.700,710135.300,710592.500,710300.900,710301.800,710694.900,710505.700,0.000
280194.900,709984.700,710124.300,710581.300,710289.900,710290.600,710683.900,710494.500,0.000
280197.700,709976.200,710115.300,710572.600,710281.300,710281.800,710674.900,710485.600,0.000
280207.000,709965.800,710105.000,710562.200,710271.300,710271.700,710664.900,710475.400,0.000
280172.200,709953.100,710092.800,710549.600,710258.800,710259.000,710652.400,710463.000,0.000
280109.600,709941.100,710080.800,710537.300,710247.000,710246.900,710640.300,710451.100,0.000
280065.100,709932.800,710072.100,710529.000,710238.700,710238.700,710632.000,710442.400,0.000
280077.400,709925.600,710064.700,710522.200,710231.800,710231.800,710625.100,710435.400,0.000
280112.900,709921.400,710060.600,710517.600,710227.300,710227.500,710620.800,710431.100,0.000
280103.900,709916.800,710056.500,710512.900,710222.300,710222.900,710616.400,710426.400,0.000
280005.600,709894.900,710034.600,710491.400,710200.700,710201.100,710594.400,710404.600,0.000
279939.000,709880.200,710020.000,710476.600,710185.900,710186.500,710579.500,710390.100,0.000
279955.100,709878.400,710018.100,710474.400,710183.700,710184.600,710577.300,710388.300,0.000
279979.100,709872.300,710011.700,710468.200,710177.200,710178.200,710571.200,710381.800,0.000
279951.500,709862.000,710001.300,710458.200,710167.000,710167.800,710560.900,710371.100,0.000
279893.800,709854.400,709993.900,710450.700,710159.500,710160.400,710553.100,710363.600,0.000
279836.000,709840.800,709980.500,710437.400,710146.200,710146.900,710540.200,710350.600,0.000
279844.000,709834.100,709973.100,710430.600,710139.200,710140.000,710533.200,710343.800,0.000
279862.800,709827.400,709966.600,710424.100,710133.000,710133.400,710526.400,710337.300,0.000
279816.500,709814.100,709953.100,710410.600,710119.300,710120.100,710513.100,710323.800,0.000
279727.900,709799.400,709938.300,710395.300,710104.500,710104.800,710498.100,710308.700,0.000
279703.800,709795.600,709934.900,710392.100,710100.800,710101.200,710494.300,710305.100,0.000
279727.900,709796.600,709935.900,710393.400,710101.600,710102.600,710495.300,710306.300,0.000
279749.300,709792.600,709931.800,710388.900,710097.300,710098.300,710491.400,710302.300,0.000
279721.300,709783.200,709922.600,710379.700,710088.400,710089.600,710482.400,710292.900,0.000
279656.000,709774.600,709914.100,710371.400,710079.800,710081.100,710473.800,710284.000,0.000
279587.900,709758.600,709898.100,710355.100,710063.400,710064.400,710457.800,710268.200,0.000
279598.700,709753.300,709892.600,710350.000,710058.600,710059.200,710452.400,710263.000,0.000
279621.500,709752.300,709891.900,710349.300,710057.600,710058.700,710451.800,710262.300,0.000
279588.900,709745.100,709884.600,710342.300,710050.500,710051.300,710444.700,710255.600,0.000
279513.600,709734.600,709874.200,710332.100,710040.600,710041.100,710434.900,710245.400,0.000
279480.900,709727.600,709866.900,710324.900,710033.400,710034.100,710427.800,710238.000,0.000
279482.900,709723.700,709862.800,710320.500,710029.100,710029.900,710423.500,710233.700,0.000
279491.800,709718.700,709858.300,710315.800,710024.100,710025.400,710418.900,710229.500,0.000
279469.600,709713.900,709853.600,710310.700,710019.600,710020.800,710414.100,710224.800,0.000
279391.100,709700.300,709839.300,710296.600,710005.600,710006.400,710400.000,710210.100,0.000
279335.800,709690.800,709829.800,710287.400,709996.300,709996.700,710390.100,710200.900,0.000
279344.900,709689.800,709828.800,710286.400,709995.000,709995.300,710389.300,710199.600,0.000
279367.800,709689.400,709828.400,710286.300,709995.000,709995.100,710388.900,710199.300,0.000
279340.400,709679.800,709818.800,710276.500,709985.300,709986.000,710379.100,710189.700,0.000
279274.900,709671.600,709810.600,710268.300,709977.300,709978.300,710371.400,710181.800,0.000
279224.400,709665.600,709804.600,710262.200,709971.200,709971.800,710365.100,710175.400,0.000
279221.200,709657.200,709796.800,710253.800,709962.900,709963.300,710356.300,710167.300,0.000
279244.000,709654.900,709794.300,710251.300,709960.600,709961.100,710354.200,710165.400,0.000
279213.600,709649.100,709788.300,710245.500,709954.600,709955.400,710348.800,710159.800,0.000
279146.800,709640.000,709779.300,710236.800,709945.400,709946.100,710339.400,710150.200,0.000
279101.300,709631.400,709771.000,710228.300,709937.100,709937.800,710331.100,710141.600,0.000
279109.200,709628.100,709767.700,710224.800,709933.800,709934.200,710327.800,710137.800,0.000
279133.300,709627.100,709766.600,710223.900,709932.800,709933.100,710326.700,710137.100,0.000
279101.000,709620.800,709759.800,710217.600,709926.100,709927.000,710320.100,710130.500,0.000
279037.200,709614.800,709754.400,710211.600,709920.100,709921.400,710314.100,710124.600,0.000
278985.800,709607.400,709746.900,710204.200,709912.800,709913.600,710306.600,710117.200,0.000
279003.300,709605.300,709744.600,710201.900,709911.000,709911.900,710304.600,710115.100,0.000
279028.800,709603.200,709742.500,710199.600,709908.800,709909.700,710302.300,710112.600,0.000
279005.600,709598.400,709737.700,710194.900,709904.100,709904.600,710297.500,710108.400,0.000
278934.400,709588.900,709728.000,710185.900,709894.500,709895.300,710288.300,710098.900,0.000
278884.800,709580.800,709719.700,710177.600,709886.500,709886.900,710280.200,710090.400,0.000
278904.000,709578.100,709717.800,710175.100,709884.600,709884.400,710277.600,710088.100,0.000
278926.200,709577.200,709716.900,710174.300,709883.700,709883.800,710277.100,710087.700,0.000
278901.000,709572.200,709711.600,710169.400,709878.300,709878.800,710271.900,710082.300,0.000
278832.800,709563.400,709702.400,710160.400,709869.200,709869.900,710262.600,710073.200,0.000
278791.200,709556.800,709696.100,710153.700,709862.400,709863.100,710255.700,710066.900,0.000
278801.600,709555.300,709694.500,710151.700,709860.100,709861.100,710254.200,710065.400,0.000
278829.200,709557.500,709696.900,710154.400,709862.900,709864.000,710257.200,710067.400,0.000
278803.000,709551.700,709691.100,710148.400,709857.300,709858.400,710251.600,710061.600,0.000
278724.600,709541.500,709680.500,710137.800,709846.800,709847.900,710240.900,710051.300,0.000
278683.300,709535.800,709674.900,710131.900,709841.600,709842.400,710235.100,710045.800,0.000
278703.500,709535.700,709674.700,710132.200,709841.600,709842.100,710235.100,710045.700,0.000
278734.900,709535.600,709675.500,710132.200,709841.300,709842.000,710235.500,710045.800,0.000
278709.200,709530.700,709670.100,710127.200,709836.100,709836.800,710230.200,710040.700,0.000
278635.500,709520.500,709659.700,710117.100,709826.000,709826.500,710220.100,710030.600,0.000
278596.000,709516.000,709655.100,710113.000,709821.600,709821.900,710215.400,710026.400,0.000
